cnpj,nome_credor,rubrica,pago_R$,semantic_class
15759650000192,TAIUR SCHUMACHER - ME,MATERIAL DE CONSUMO,1355.0,UNCLASSIFIED
01227689000154,METRICA TECNOLOGIA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1349.0,UNCLASSIFIED
39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,MATERIAL DE CONSUMO,1336.0,UNCLASSIFIED
08427697000193,VILSON AMAURI SOARES DE SOARES,MATERIAL DE CONSUMO,1293.0,UNCLASSIFIED
58951274000146,RAFAEL L. SCHRAMM,EQUIPAMENTOS E MATERIAL PERMANENTE,1289.79,UNCLASSIFIED
93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1276.05,UNCLASSIFIED
02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1272.5,UNCLASSIFIED
37968398000164,LUCAS MORAES LEITE,MATERIAL DE CONSUMO,1269.6,UNCLASSIFIED
05570714000159,KABUM COMÉRCIO ELETRONICO S.A.,EQUIPAMENTOS E MATERIAL PERMANENTE,1266.36,UNCLASSIFIED
09396523000173,PROMISSE COMERCIO DE MATERIAIS MEDICO HO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1245.0,UNCLASSIFIED
26155703000182,COMTELAS SERVICOS E CONSTRUCOES LTDA,MATERIAL DE CONSUMO,1208.0,UNCLASSIFIED
42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1200.0,UNCLASSIFIED
42422253000284,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1200.0,UNCLASSIFIED
00662270000320,"INSTITUTO NACIONAL DE METROLOGIA, QUALID",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1171.17,UNCLASSIFIED
73193211000161,TELEVIDA CENTRO ESPECIALIZADO DE TELEDI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1165.5,UNCLASSIFIED
39700820000121,MBEM COMERCIO E DISTRIBUICAO DE MATERIAI,MATERIAL DE CONSUMO,1157.03,UNCLASSIFIED
21601494000130,PAMPA COMÉRCIO E DISTRIBUIDORA EIRELI,EQUIPAMENTOS E MATERIAL PERMANENTE,1140.0,UNCLASSIFIED
08658622000113,J.J.VITALLI,MATERIAL DE CONSUMO,1130.91,UNCLASSIFIED
55695599000117,MAGBA E-COMMERCE LTDA,MATERIAL DE CONSUMO,1127.96,UNCLASSIFIED
18449927000179,ROBERTO DE CONTO  CIA LTDA,MATERIAL DE CONSUMO,1116.0,UNCLASSIFIED
04067663000184,VALDETAR RIBEIRO DE CARVALHO,MATERIAL DE CONSUMO,1112.0,UNCLASSIFIED
05117514000145,INSTALART MATERIAIS ELÉTRICOS LTDA,MATERIAL DE CONSUMO,1061.5,UNCLASSIFIED
41277322000160,DW MATERIAIS ELETRICOS LTDA,MATERIAL DE CONSUMO,995.0,UNCLASSIFIED
55818205000170,BF3 TINTAS LTDA,MATERIAL DE CONSUMO,970.0,UNCLASSIFIED
91421511000132,CGK SISTEMAS DE INFORMACAO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,967.0,UNCLASSIFIED
18486182000118,NORTE INDUSTRIA GRAFICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,960.0,UNCLASSIFIED
01997775000146,LOUSART IND. E COM. DE MATERIAIS PEDAGOG,EQUIPAMENTOS E MATERIAL PERMANENTE,950.0,UNCLASSIFIED
54154953000133,54.154.953 VANESSA SANTOS DO NASCIMENTO,MATERIAL DE CONSUMO,948.0,UNCLASSIFIED
17952607000174,INDUSTRIA DE BOLAS TITA LTDA,MATERIAL DE CONSUMO,934.68,UNCLASSIFIED
38413979000100,OLIVEIRA TELECOM,MATERIAL DE CONSUMO,925.0,UNCLASSIFIED
73993362000102,BARONESA LTDA,MATERIAL DE CONSUMO,909.07,UNCLASSIFIED
49591832000119,FW SOLUCOES EM TECNOLOGIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,901.92,UNCLASSIFIED
42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,EQUIPAMENTOS E MATERIAL PERMANENTE,898.56,UNCLASSIFIED
04812021000162,NOROESTE MAQUINAS E EQUIPAMENTOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,860.0,UNCLASSIFIED
13338681000144,COMERCIAL SPONCHIADO LTDA,MATERIAL DE CONSUMO,818.0,UNCLASSIFIED
31296543000121,IMPERMEABILIZA COMERCIO DE TINTAS LTDA.,MATERIAL DE CONSUMO,757.5,UNCLASSIFIED
39840107000183,MASTERMEDIC DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,752.8,UNCLASSIFIED
92883834000100,DAER/RS-DEPART. AUTON. ESTR. DE RODAGEM,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,728.88,UNCLASSIFIED
05135045000197,MASTER RELÓGIOS COMERCIO DE EQUIPAMENTOS,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,725.76,UNCLASSIFIED
39346590000144,KDN COMERCIO ATACADISTA LTDA,MATERIAL DE CONSUMO,705.0,UNCLASSIFIED
23608114000114,SUELEN DAIANE KANIS,MATERIAL DE CONSUMO,691.9,UNCLASSIFIED
24604095000110,PRECISAO TRATAMENTO DE AGUA LTDA.,MATERIAL DE CONSUMO,690.0,UNCLASSIFIED
53292332000153,GOVTECH LAB TECNOLOGIA E INOVAÇÃO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,673.2,UNCLASSIFIED
27298119000149,GESTOR UM CONSULTORIA FINANCEIRA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,659.29,UNCLASSIFIED
01579286000174,SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,655.0,UNCLASSIFIED
16989002000276,ELIANE RESTA DAL ROSSO GOYA /ME,MATERIAL DE CONSUMO,619.4,UNCLASSIFIED
38259243000111,NB CONSULTORIA E DISTRIBUIDORA DE PRODUT,MATERIAL DE CONSUMO,607.62,UNCLASSIFIED
60282790000177,UNIACE SOLUCOES INTEGRADAS LTDA,MATERIAL DE CONSUMO,566.0,UNCLASSIFIED
32593430000150,M CARREGA COMÉRCIO DE PRODUTOS HOSPITALA,EQUIPAMENTOS E MATERIAL PERMANENTE,565.0,UNCLASSIFIED
08582779000102,CP MAGARINOS MECANICA LTDA,MATERIAL DE CONSUMO,541.24,UNCLASSIFIED
19555146000121,2B DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,510.0,UNCLASSIFIED
59566602000153,DESBRAVA ASSESSORIA E CONSULTORIA EM LIC,MATERIAL DE CONSUMO,510.0,UNCLASSIFIED
46794528000180,G L DA SILVA FILHO LIMITADA,EQUIPAMENTOS E MATERIAL PERMANENTE,502.0,UNCLASSIFIED
10604267000141,ACONTURS-ASSOC.DOS CONS. EX-CONSELHEROS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,500.0,UNCLASSIFIED
30401055000174,ARMACOES NORTE COMERCIO DE FERRAGENS LTD,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",500.0,UNCLASSIFIED
61237085000110,RM SUPRIMENTOS ESCOLAR E ESCRITORIO LTDA,MATERIAL DE CONSUMO,489.55,UNCLASSIFIED
27226575000183,M PANICIO VERTUAN SUPLEMENTOS ALIMENTICI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",468.0,UNCLASSIFIED
10942831000136,COMERCIAL VANGUARDEIRA EIRELI ME,EQUIPAMENTOS E MATERIAL PERMANENTE,467.33,UNCLASSIFIED
90519018000197,ORIGINAL GRAFICA EXPRESSA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,462.0,UNCLASSIFIED
03675338000131,IPCOMM TECNOLOGIA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,459.89,UNCLASSIFIED
30994121000167,TOPMIX UTILIDADES E SERVICOS LTDA,MATERIAL DE CONSUMO,456.0,UNCLASSIFIED
07628070000138,INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA,MATERIAL DE CONSUMO,438.9,UNCLASSIFIED
14157326000131,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,424.89,UNCLASSIFIED
87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,414.33,UNCLASSIFIED
13779852000170,GRANDIOSA SUPRIMENTOS & TRANSPORTES LTDA,MATERIAL DE CONSUMO,408.0,UNCLASSIFIED
24765538000155,VILMAR CASTANHEIRA,MATERIAL DE CONSUMO,393.5,UNCLASSIFIED
26950671000107,LICERI COMERCIO DE PRODUTOS EM GERAL LTD,MATERIAL DE CONSUMO,386.7,UNCLASSIFIED
51659136000149,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAM,MATERIAL DE CONSUMO,371.94,UNCLASSIFIED
67729178000572,COMERCIAL CIRÚRGICA RIOCLARENSE LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",359.04,UNCLASSIFIED
34064557000108,MEDMED COMERCIO DE MATERIAIS HOSPITALARE,MATERIAL DE CONSUMO,349.5,UNCLASSIFIED
00394494010441,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLIC,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,312.36,UNCLASSIFIED
53665245000102,53.665.245 CARINA MACHADO ALMASAN,MATERIAL DE CONSUMO,312.0,UNCLASSIFIED
51740794000160,YNEMED PRODUTOS MEDICOS E HOSPITALARES L,MATERIAL DE CONSUMO,310.8,UNCLASSIFIED
31722206000159,IVANETE APARECIDA MIRANDA,MATERIAL DE CONSUMO,290.0,UNCLASSIFIED
52815475000130,RGK PRODUTOS E SERVICOS LTDA,MATERIAL DE CONSUMO,222.75,UNCLASSIFIED
19316524000114,DELTA SHOP - DISTRIBUIDORA DE PRODUTOS H,MATERIAL DE CONSUMO,194.0,UNCLASSIFIED
36473417000119,MATEUS ARAUJO CAPUTO 05936424146,MATERIAL DE CONSUMO,179.76,UNCLASSIFIED
05340639000130,PRIME CONSULTORIA E ASSESSORIA EMPRESARI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,127.52,UNCLASSIFIED
41278073000127,MP COMERCIO DE TELAS E FERRAGENS LTDA,MATERIAL DE CONSUMO,101.89,UNCLASSIFIED
39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",100.0,UNCLASSIFIED
20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",40.89,UNCLASSIFIED
07851418000151,LEOMAR D.SCHUQUEL & CIA LTDA,MATERIAL DE CONSUMO,40.0,UNCLASSIFIED
13460002000105,MORK TELECOM PRODUTOS E SERVIÇOS PARA TE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",14.25,UNCLASSIFIED
22850731000169,BMH MATERIAIS HIDRULICOS LTDA ME,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",10.96,UNCLASSIFIED
31296543000121,IMPERMEABILIZA COMERCIO DE TINTAS LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",10.4,UNCLASSIFIED
23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",8.22,UNCLASSIFIED
