_annex_requested,_exercise,anexo,cod_conta,cod_ibge,coluna,conta,exercicio,instituicao,populacao,rotulo,uf,valor
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,10.305 - Vigilância Epidemiológica,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,12650.43
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,10.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,3384
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,12 - Educação,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,1759683.09
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,12.361 - Ensino Fundamental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,1486955.02
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,12.362 - Ensino Médio,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,162226.53
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,12.365 - Educação Infantil,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,77597.76
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,12.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,32903.78
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,13 - Cultura,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,29191.01
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,13.392 - Difusão Cultural,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,29191.01
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,14 - Direitos da Cidadania,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,93.37
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,"14.422 - Direitos Individuais, Coletivos e Difusos",2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,93.37
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,15 - Urbanismo,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,3001803.76
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,15.451 - Infraestrutura Urbana,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,807060.42
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,15.452 - Serviços Urbanos,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,2194743.34
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,17 - Saneamento,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,14650
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,17.511 - Saneamento Básico Rural,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,14650
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,18 - Gestão Ambiental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,7895.62
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,18.541 - Preservação e Conservação Ambiental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,7895.62
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,20 - Agricultura,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,841930
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,20.606 - Extensão Rural,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,841930
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,23 - Comércio e Serviços,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,8758.4
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,23.695 - Turismo,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,8758.4
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,26 - Transporte,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,47095.56
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,26.781 - Transporte Aéreo,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,47095.56
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,27 - Desporto e Lazer,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,2880
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,27.812 - Desporto Comunitário,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,2880
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,Despesas Exceto Intraorçamentárias,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,3026531.08
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,04 - Administração,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,345406.91
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,04.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,309203.95
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,04.124 - Controle Interno,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,292.96
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,04.126 - Tecnologia da Informação,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,35910
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,06 - Segurança Pública,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,8561.46
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,06.181 - Policiamento,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,7611.46
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,06.182 - Defesa Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,950
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,08 - Assistência Social,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,78498.14
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,08.243 - Assistência à Criança e ao Adolescente,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,26458.86
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,08.244 - Assistência Comunitária,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,44615.78
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,08.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,7423.5
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10 - Saúde,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,948526.16
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.301 - Atenção Básica,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,304003.81
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.302 - Assistência Hospitalar e Ambulatorial,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,537992.4
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.303 - Suporte Profilático e Terapêutico,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,15096.05
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.304 - Vigilância Sanitária,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,709.74
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.305 - Vigilância Epidemiológica,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,23753.32
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,10.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,66970.84
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12 - Educação,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,603206.56
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.361 - Ensino Fundamental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,472057.01
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.365 - Educação Infantil,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,78076.04
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.366 - Educação de Jovens e Adultos,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,25.56
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.122 - Administração Geral,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,53047.95
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,13 - Cultura,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,4832.44
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,13.392 - Difusão Cultural,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,4832.44
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15 - Urbanismo,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,814102.34
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15.451 - Infraestrutura Urbana,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,177220.28
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15.452 - Serviços Urbanos,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,636882.06
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,17 - Saneamento,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,14499.2
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,17.511 - Saneamento Básico Rural,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,14499.2
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,18 - Gestão Ambiental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,122.5
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,18.541 - Preservação e Conservação Ambiental,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,122.5
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,23 - Comércio e Serviços,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,4042
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,23.695 - Turismo,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,4042
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,27 - Desporto e Lazer,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,1535
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,27.812 - Desporto Comunitário,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,1535
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,28 - Encargos Especiais,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,203198.37
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,28.843 - Serviço da Dívida Interna,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,203198.37
DCA-Anexo I-E,2021,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,Despesas Intraorçamentárias,2021,Prefeitura Municipal de São Borja - RS,60019,Total Geral da Despesa por Função,RS,2910701.98
DCA-Anexo I-C,2022,DCA-Anexo I-C,ReceitasExcetoIntraOrcamentarias,4318002,Receitas Brutas Realizadas,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,318609425.2
DCA-Anexo I-C,2022,DCA-Anexo I-C,ReceitasExcetoIntraOrcamentarias,4318002,Deduções - FUNDEB,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,25450072.86
DCA-Anexo I-C,2022,DCA-Anexo I-C,ReceitasExcetoIntraOrcamentarias,4318002,Outras Deduções da Receita,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,766986.84
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.0.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.0.0.0.00.0.0 - Receitas Correntes,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,308857744.24
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.0.0.0.00.0.0,4318002,Deduções - FUNDEB,1.0.0.0.00.0.0 - Receitas Correntes,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,25450072.86
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.0.0.0.00.0.0,4318002,Outras Deduções da Receita,1.0.0.0.00.0.0 - Receitas Correntes,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,766986.84
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.0.0.00.0.0,4318002,Receitas Brutas Realizadas,"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,41758270.22
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.0.0.00.0.0,4318002,Outras Deduções da Receita,"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,710882.47
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.0.00.0.0,4318002,Receitas Brutas Realizadas,1.1.1.0.00.0.0 - Impostos,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,34753118.9
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.0.00.0.0,4318002,Outras Deduções da Receita,1.1.1.0.00.0.0 - Impostos,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,456709.06
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.00.0.0,4318002,Receitas Brutas Realizadas,1.1.1.2.00.0.0 - Impostos sobre o Patrimônio,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,13891421.1
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.00.0.0,4318002,Outras Deduções da Receita,1.1.1.2.00.0.0 - Impostos sobre o Patrimônio,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,417117.58
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.50.0.0,4318002,Receitas Brutas Realizadas,1.1.1.2.50.0.0 - Imposto sobre a Propriedade Predial e Territorial Urbana,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,8524722.59
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.50.0.0,4318002,Outras Deduções da Receita,1.1.1.2.50.0.0 - Imposto sobre a Propriedade Predial e Territorial Urbana,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,378994.02
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.53.0.0,4318002,Receitas Brutas Realizadas,"1.1.1.2.53.0.0 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,5366698.51
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.2.53.0.0,4318002,Outras Deduções da Receita,"1.1.1.2.53.0.0 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,38123.56
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.00.0.0,4318002,Receitas Brutas Realizadas,1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,8885648.87
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.00.0.0,4318002,Outras Deduções da Receita,1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,2441.5
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.0.0,4318002,Receitas Brutas Realizadas,1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,8885648.87
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.0.0,4318002,Outras Deduções da Receita,1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,2441.5
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.1.0,4318002,Receitas Brutas Realizadas,1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,8383346.62
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.1.0,4318002,Outras Deduções da Receita,1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,95.86
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.4.0,4318002,Receitas Brutas Realizadas,1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,502302.25
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.3.03.4.0,4318002,Outras Deduções da Receita,1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,2345.64
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.00.0.0,4318002,Receitas Brutas Realizadas,1.1.1.4.00.0.0 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,11976048.93
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.00.0.0,4318002,Outras Deduções da Receita,1.1.1.4.00.0.0 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,37149.98
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.51.0.0,4318002,Receitas Brutas Realizadas,1.1.1.4.51.0.0 - Impostos sobre Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,11976048.93
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.51.0.0,4318002,Outras Deduções da Receita,1.1.1.4.51.0.0 - Impostos sobre Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,37149.98
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.51.1.0,4318002,Receitas Brutas Realizadas,1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,11976048.93
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.1.4.51.1.0,4318002,Outras Deduções da Receita,1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,37149.98
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.0.00.0.0,4318002,Receitas Brutas Realizadas,1.1.2.0.00.0.0 - Taxas,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,7005151.32
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.0.00.0.0,4318002,Outras Deduções da Receita,1.1.2.0.00.0.0 - Taxas,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,254173.41
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.1.00.0.0,4318002,Receitas Brutas Realizadas,1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,1093998.74
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.1.00.0.0,4318002,Outras Deduções da Receita,1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,11691.25
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.1.01.0.0,4318002,Receitas Brutas Realizadas,"1.1.2.1.01.0.0 - Taxas de Inspeção, Controle e Fiscalização",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,956774.36
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.1.01.0.0,4318002,Outras Deduções da Receita,"1.1.2.1.01.0.0 - Taxas de Inspeção, Controle e Fiscalização",2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,11691.25
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.1.50.0.0,4318002,Receitas Brutas Realizadas,1.1.2.1.50.0.0 - Taxa de Fiscalização de Vigilância Sanitária,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,137224.38
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.2.00.0.0,4318002,Receitas Brutas Realizadas,1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,5911152.58
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.2.00.0.0,4318002,Outras Deduções da Receita,1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,242482.16
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.2.01.0.0,4318002,Receitas Brutas Realizadas,1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,5911152.58
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.1.2.2.01.0.0,4318002,Outras Deduções da Receita,1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,242482.16
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.2.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.2.0.0.00.0.0 - Contribuições,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,9982228.63
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.2.1.0.00.0.0,4318002,Receitas Brutas Realizadas,1.2.1.0.00.0.0 - Contribuições Sociais,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,6124940.91
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.2.1.5.00.0.0,4318002,Receitas Brutas Realizadas,1.2.1.5.00.0.0 - Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,6124940.91
DCA-Anexo I-C,2022,DCA-Anexo I-C,RO1.2.1.5.01.0.0,4318002,Receitas Brutas Realizadas,1.2.1.5.01.0.0 - Contribuição do Servidor Civil,2022,Prefeitura Municipal de São Borja - RS,59768,Padrão,RS,6083496.89
