cnpj,nome_credor,rubrica,empenhos,empenhado_R$,anulado_R$,liquidado_R$,pago_R$
15318347000154,D.S.E. INDUSTRIA E COMERCIO DE MOVEIS DE,EQUIPAMENTOS E MATERIAL PERMANENTE,4,15754.64,4937.32,10817.32,10817.32
27403752000150,KAPRICHO DITRIBUIDORA LTDA,MATERIAL DE CONSUMO,29,18278.8,0.0,10794.3,10794.3
22862531000126,TOP NORTE COMERCIO DE MATERIAL MEDICO HO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4,14164.0,1.88,10762.12,10762.12
48911914000130,D S J CONFECCOES LTDA,MATERIAL DE CONSUMO,1,10680.0,0.0,10680.0,10680.0
76535764000143,OI S.A. - EM RECUPERACAO JUDICIAL,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,30000.0,0.0,10512.51,10512.51
44639579000102,OESTE PRODUTOS DE LIMPEZA LTDA,MATERIAL DE CONSUMO,21,32181.25,0.0,10474.3,10474.3
27075106000100,NOVIDÁ INDÚSTRIA E COMÉRCIO DE MÓVEIS LT,EQUIPAMENTOS E MATERIAL PERMANENTE,2,10444.0,0.0,10444.0,10444.0
05700555000160,CLÁUDIO LUIS POPEK,EQUIPAMENTOS E MATERIAL PERMANENTE,3,10340.0,0.0,10340.0,10340.0
94389400000184,MCW PRODUTOS MEDICOS E HOSPITALARES,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4,10551.98,0.0,10297.13,10297.13
44133337000142,ANA CAROLINE PHILIPPSEN CRUZ 09914014925,EQUIPAMENTOS E MATERIAL PERMANENTE,3,15353.94,5117.98,10235.96,10235.96
07756651000155,BRASIL TECPAR SERVIÇOS DE TELECOMUNICAÇÕ,DESPESAS DE EXERCÍCIOS ANTERIORES,1,10210.0,0.0,10210.0,10210.0
88894548002389,SICREDI UNIÃO RS,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,1,9979.12,0.0,9979.12,9979.12
15701365000110,CRISTIAN CAVALHEIRO DOS SANTOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,9950.0,0.0,9950.0,9950.0
28337943000123,CA COMERCIO DE ALIMENTOS EIRELI,MATERIAL DE CONSUMO,16,10004.68,108.0,9796.68,9796.68
22778938000170,CRISTIANE MARTINS PEREIRA E CIA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9,15140.0,3800.0,9690.0,9690.0
23310852000261,MURIEL A. BLAU & CIA LTDA,MATERIAL DE CONSUMO,37,12592.66,0.0,9688.05,9688.05
65996648000105,TPS COMERCIAL LTDA,MATERIAL DE CONSUMO,2,9639.6,0.0,9639.6,9639.6
28499301000120,JULIO CESAR REGINALDO 52490670000,MATERIAL DE CONSUMO,3,9564.0,0.0,9564.0,9564.0
66610727000107,66.610.727 JARI LOURENZO TERRES JUNIOR,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,9500.0,0.0,9500.0,9500.0
95300489000123,CENTRO DE FOLCLORE E TRADIÇÕES GAÚCHAS F,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,6,9500.0,0.0,9500.0,9500.0
88814785000187,CENTRO NATIVISTA BOITATA,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,6,9500.0,0.0,9500.0,9500.0
03575238000133,SESC - ADM REG NO ESTADO DO RIO GRANDE D,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,9500.0,0.0,9500.0,9500.0
55571406000116,55.571.406 NELCI DILLY SCHUMACHER,EQUIPAMENTOS E MATERIAL PERMANENTE,1,9490.0,0.0,9490.0,9490.0
20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,MATERIAL DE CONSUMO,12,10869.33,0.0,9478.93,9478.93
33729746000190,PGR ATERRO SANITARIO E TRATAMENTOS DE RE,DESPESAS DE EXERCÍCIOS ANTERIORES,1,9377.13,0.0,9377.13,9377.13
19639940000315,TCJM DISTRIBUIDORA E IMPORTADORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,9294.0,0.0,9294.0,9294.0
46381269000166,"NUTRI-ELE DISTRIBUIDORA DE NUTRICAO, COR","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,9222.5,0.0,9222.5,9222.5
88489786000101,MUNICIPIO DE SAO BORJA,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,7,9164.29,0.0,9164.29,9164.29
15457786000148,BERNARDO EMMANUELLI - ME,MATERIAL DE CONSUMO,1,9150.0,0.0,9150.0,9150.0
42227547000174,MED4 IMPORTADORA E DISTRIBUIDORA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,9156.5,34.45,9122.05,9122.05
03725725000135,LEIS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,9075.33,0.0,9075.33,9075.33
35215257000145,DENTAL PREMIUM LTDA,MATERIAL DE CONSUMO,5,9052.38,0.0,9052.38,9052.38
09126634000160,COMERCIO DE JORNAIS PEDROLO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,17985.72,0.0,8992.86,8992.86
02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,11,17153.75,8200.0,8953.75,8953.75
07052779000138,ALCI N. BECKER & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,8940.0,0.0,8940.0,8940.0
93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,10147.15,1214.8,8932.35,8932.35
10790611000134,FLAVIO WALAU VALANDRO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,8900.0,0.0,8900.0,8900.0
17695813000146,JP SANTA LUCIA COMERCIO DE COMBUSTIVEIS,MATERIAL DE CONSUMO,8,8776.66,0.0,8776.66,8776.66
06867357000158,DISTRIBUIDORA PARANHOS ARTIGOS PARA LABO,MATERIAL DE CONSUMO,1,32120.0,0.0,8760.0,8760.0
35480107000169,MARCELO AUGUSTO MARQUES STEIN 0315940409,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,8700.0,0.0,8700.0,8700.0
29757279000134,MEDIACUSTICA SOLUCOES EM EQUIPAMENTOS A,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,8660.0,0.0,8660.0,8660.0
43496899000198,ALS UNIFORMES PROFISSIONAIS LTDA,MATERIAL DE CONSUMO,10,8536.36,0.0,8536.36,8536.36
55675690000170,DENTAL MED PLUS LTDA,MATERIAL DE CONSUMO,3,10166.01,0.0,8447.62,8447.62
61602199023244,COMPANHIA ULTRAGAZ S.A.,MATERIAL DE CONSUMO,6,14000.0,2310.0,8400.0,8400.0
92691104000108,ALGACIR JOSE BERTUOL,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,9663.5,0.0,8375.5,8375.5
01952684000194,G3 COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,20128.79,0.0,8369.79,8369.79
08628327000114,PAULO RENATO MAIDANA ODY,MATERIAL DE CONSUMO,8,8303.35,0.0,8303.35,8303.35
34015868000187,NARA REGINA CAVALHEIRO DOS SANTOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,8300.0,0.0,8300.0,8300.0
04531195000157,GESTOR UM CONSULTORIA & AUDITORIA S/S L,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,8200.0,0.0,8200.0,8200.0
63732144000152,PEPCON COMERCIAL LTDA,MATERIAL DE CONSUMO,4,8066.12,0.0,8066.12,8066.12
26683024000186,ALE26.683.024 ALEX CRISX CRISTIAN FLORES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,8000.0,0.0,8000.0,8000.0
05238851000190,DBSELLER SERVICOS DE INFORMATICA LTDA,DESPESAS DE EXERCÍCIOS ANTERIORES,3,7973.06,0.0,7973.06,7973.06
73865008000194,E.  D.  AZAMBUJA & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,4,13025.6,5074.2,7951.4,7951.4
47701463000144,SILVIO GREI BAZ MACHADO,MATERIAL DE CONSUMO,5,7946.52,0.0,7946.52,7946.52
13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,MATERIAL DE CONSUMO,3,7920.0,0.0,7920.0,7920.0
18274923000105,MASTERSUL EQUIPAMENTOS DE SEGURANCA LTDA,MATERIAL DE CONSUMO,8,7670.12,0.0,7670.12,7670.12
58158024000153,MECANICAR SERVICOS E REPAROS LTDA,MATERIAL DE CONSUMO,4,7635.0,0.0,7635.0,7635.0
55589237000141,LICITAPRO COMERCIO CONSTRUCOES E SERVICO,MATERIAL DE CONSUMO,1,7553.4,0.0,7553.4,7553.4
08713242000134,PEREIRA FUMACO & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,7530.0,0.0,7530.0,7530.0
01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,MATERIAL DE CONSUMO,12,28966.35,0.0,7452.75,7452.75
03550194000197,GILDO GUEDES ALVES,MATERIAL DE CONSUMO,4,10800.0,0.0,7440.0,7440.0
06037744000167,ADILSON MOURA DE ALMEIDA,MATERIAL DE CONSUMO,6,28608.0,0.0,7405.0,7405.0
87975280000131,CASA DOS RADIADORES COMÉRCIO DE PEÇAS E,MATERIAL DE CONSUMO,2,7370.0,0.0,7370.0,7370.0
10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,EQUIPAMENTOS E MATERIAL PERMANENTE,2,7360.24,0.0,7360.24,7360.24
48057203000140,TACCUINO DISTRIBUIDORA DE MATERIAIS LTDA,MATERIAL DE CONSUMO,25,8112.7,0.0,7304.2,7304.2
48552166000147,48.552.166 ALINE ROBALO CHUQUEL,MATERIAL DE CONSUMO,1,7194.0,0.0,7194.0,7194.0
15701365000110,CRISTIAN CAVALHEIRO DOS SANTOS,MATERIAL DE CONSUMO,1,7150.0,0.0,7150.0,7150.0
02672248000124,AGIP-ASSOC.GAÚCHA DE INSTIT. DE PREVID.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,7100.0,0.0,7100.0,7100.0
63732144000152,PEPCON COMERCIAL LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,7,7888.88,861.38,7027.5,7027.5
20992564000165,HELPFIX ATACADO DE PAPELARIA LTDA-ME,MATERIAL DE CONSUMO,25,7813.91,149.5,7026.51,7026.51
11461374000120,DIALUZ DILAMAR BERNARDI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,8000.0,0.0,7000.0,7000.0
42753718000107,CASTRO EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,12999.8,0.0,6999.9,6999.9
28677530000198,AUGUSTO SOSTA MARTINS 25510225840,EQUIPAMENTOS E MATERIAL PERMANENTE,1,6975.0,0.0,6975.0,6975.0
11273797000117,R. S. SCHMIDT  CIA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,9992.0,0.0,8012.0,6922.0
93641710003369,FERNANDEZ COMERCIO DE MEDICAMENTOS S.A.,MATERIAL DE CONSUMO,8,6828.79,0.1,6828.69,6828.69
13055109000178,INSPECAM ANÁLISES TÉCNICAS VEICULAR LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,6800.0,0.0,6800.0,6800.0
25341162000114,"MEGA DENTAL IMPORTACAO, EXPORTACAO E COM",MATERIAL DE CONSUMO,3,6612.3,0.0,6612.3,6612.3
07675477000116,IGAM CORPORATIVO CURSOS E ASSESSORIA S/S,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,6594.29,0.0,6594.29,6594.29
92885888000105,PAUSE & PERIN - ADVOGADOS ASSOCIADOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,6530.0,0.0,6530.0,6530.0
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,MATERIAL DE CONSUMO,2,6420.0,0.0,6420.0,6420.0
33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADO,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,3,9256.78,0.0,6408.54,6408.54
18876112000176,GIBBOR PUBLICIDADE E PUBLICAÇÕES DE EDIT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,10566.0,0.0,6346.8,6346.8
88489786000101,MUNICIPIO DE SAO BORJA,OUTROS BENEFÍCIOS ASSISTENCIAIS,8,6337.04,0.0,6337.04,6337.04
61787241000117,TALISON HENRICK VIANA DOS SANTOS,DESPESAS DE EXERCÍCIOS ANTERIORES,1,6333.4,0.0,6333.4,6333.4
02012862000160,TAM LINHAS AEREAS S/A.,PASSAGENS E DESPESAS COM LOCOMOÇÃO,1,6158.5,0.0,6158.5,6158.5
30713195000188,TERABYTE SOLUÇOES EM TI LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,6094.08,0.0,6094.08,6094.08
22525517000137,J.F COMERCIO DE MATERIAL E MEDICAMENTOS,EQUIPAMENTOS E MATERIAL PERMANENTE,2,6015.0,0.0,6015.0,6015.0
43613995000179,43.613.995 MHAGALDY MARJA DOMINGO BUENO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,6000.0,0.0,6000.0,6000.0
00358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, COR","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,5990.0,0.0,5990.0,5990.0
92695790000195,CONSELHO REGIONAL DE ENGENHARIA E AGRONO,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,60,6724.35,433.56,5965.62,5965.62
89818686000136,ULFRO - UNIÃO LEGISLATIVOS FRONTEIRA OES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,13498.72,0.0,5905.69,5905.69
51659136000149,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAM,EQUIPAMENTOS E MATERIAL PERMANENTE,4,5902.82,0.0,5902.82,5902.82
44918033000190,DIP IMPORTACAO E COMERCIO DE MATERIAIS L,EQUIPAMENTOS E MATERIAL PERMANENTE,1,5850.0,0.0,5850.0,5850.0
11079800000166,IVAN RIBAS CHUQUEL,MATERIAL DE CONSUMO,2,6687.98,0.0,5691.5,5691.5
24738613000199,MEGA PAPELARIA E ESPORTES EIRELI ME,MATERIAL DE CONSUMO,25,6461.29,0.0,5669.25,5669.25
40260072000192,CAROLINE DISQUE DA SILVA 43529436810,EQUIPAMENTOS E MATERIAL PERMANENTE,1,5600.0,0.0,5600.0,5600.0
48994988000188,SUL PRIME LUB LTDA,MATERIAL DE CONSUMO,6,8266.46,0.0,5599.86,5599.86
46529034000179,RICARDO DORNELES CHUQUEL,MATERIAL DE CONSUMO,2,5569.4,0.0,5569.4,5569.4
92890110000194,CTG REVIVENDO A TRADICAO,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,2,5500.0,0.0,5500.0,5500.0
20994694000137,CENTRO AUTOMOTIVO LV MECANICA LTDA,MATERIAL DE CONSUMO,4,5820.0,0.0,5820.0,5420.0
04812021000162,NOROESTE MAQUINAS E EQUIPAMENTOS LTDA,MATERIAL DE CONSUMO,3,5401.75,0.0,5401.75,5401.75
90073974000198,MARKEL COMERCIO DE BATERIAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,13,6320.0,0.0,5370.0,5370.0
30986684000103,WE COMERCIO DE PRODUTOS E UTILIDADES DOM,MATERIAL DE CONSUMO,20,5734.91,0.0,5362.76,5362.76
13903994000106,GAVEA COMERCIO DE BANDEIRAS E EMBALAGENS,MATERIAL DE CONSUMO,2,5360.0,0.0,5360.0,5360.0
47484691000100,MAIS ESPORTE COMERCIO DE ARTIGOS ESPORTI,MATERIAL DE CONSUMO,27,10247.73,0.0,5350.95,5350.95
13970583000125,FUNDO DE APARELHAMENTO DA DEFENSORIA PUB,SENTENCAS JUDICIAIS,5,5330.24,0.0,5330.24,5330.24
59131363000109,IX MEDICAL LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,5315.0,0.0,5315.0,5315.0
61198164000160,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,5296.65,0.0,5296.65,5296.65
89271464000146,W. GOMES DE OLIVEIRA LTDA,MATERIAL DE CONSUMO,20,8321.3,0.0,5276.7,5276.7
65665504000176,PONTUAL SERRALHERIA LTDA,MATERIAL DE CONSUMO,1,5265.0,0.0,5265.0,5265.0
04196645000100,IMPRENSA NACIONAL,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,11676.0,0.0,5235.98,5235.98
56004897000186,TRIUNFO ILUMINACAO LTDA,MATERIAL DE CONSUMO,4,5412.1,0.0,5174.7,5174.7
87455531000157,COMPREV PELOTAS,COMPENSAÇÕES A REGIMES DE PREVIDÊNCIA,9,5142.65,0.0,5142.65,5142.65
51892897000146,JT MEDICAMENTOS LTDA,MATERIAL DE CONSUMO,1,5137.6,0.0,5137.6,5137.6
49673898000158,CB ELETRO E INFORMATICA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,5115.79,0.0,5115.79,5115.79
22252006000199,ZEFERINA PAULINA AMALIA MULLER SCHERER,MATERIAL DE CONSUMO,1,5100.0,0.0,5100.0,5100.0
03426592000104,FLAVIO IVAN DOS PRAZERES DE DEUS,MATERIAL DE CONSUMO,2,5084.6,0.0,5084.6,5084.6
13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,5732.1,0.0,5069.1,5069.1
19555146000121,2B DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,18,5078.1,0.0,5040.6,5040.6
91083212000135,DENTÁRIA E DIST.  HOSP.  PORTO ALEGRENSE,MATERIAL DE CONSUMO,4,6142.3,0.0,5039.42,5039.42
10790611000134,FLAVIO WALAU VALANDRO,EQUIPAMENTOS E MATERIAL PERMANENTE,1,5000.0,0.0,5000.0,5000.0
96491535000181,CENTRO DE TRAD. GAUCHAS TROPILHA CRIOULA,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,1,5000.0,0.0,5000.0,5000.0
41876743000107,POSTO 44 INTERNACIONAL COMERCIO DE COMBU,MATERIAL DE CONSUMO,6,4968.0,0.0,4968.0,4968.0
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,4900.0,0.0,4900.0,4900.0
06223400000142,SYSTRONIC TECNOLOGIA LTDA,MATERIAL DE CONSUMO,6,4977.0,0.0,4832.0,4832.0
29979036025801,INSTITUTO NACIONAL DO SEGURO SOCIAL - IN,COMPENSAÇÕES A REGIMES DE PREVIDÊNCIA,1,4813.0,0.0,4813.0,4813.0
01865820000109,TATSCH & TATSCH COMERCIO DE ALIMENTOS LT,MATERIAL DE CONSUMO,11,18591.7,0.0,4809.0,4809.0
26967184000157,DNET PROVEDOR DE INTERNET LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,16800.0,0.0,4800.0,4800.0
16652789000103,ZULEICA DE MOURA PINTO 40587100044,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,4779.0,0.0,4779.0,4779.0
07978004000198,DENTAL MED EQUIP.MAT ODONT.E HOSPITALARE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,4730.0,0.0,4730.0,4730.0
27298119000149,GESTOR UM CONSULTORIA FINANCEIRA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,4723.02,0.0,4723.02,4723.02
94963576001501,LATSCH E BOCHI LTDA,MATERIAL DE CONSUMO,7,4709.25,0.0,4709.25,4709.25
48360651000119,LOJA E RESTAURANTE 44 INTERNACIONAL LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,4700.0,0.0,4700.0,4700.0
60173263000124,IMPACTO ADMINISTRACAO E EFICIENCIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,9307.98,4653.99,4653.99,4653.99
50301713000163,ELETRO CENTER ILUMINACAO LTDA,MATERIAL DE CONSUMO,5,33170.0,0.0,4540.0,4540.0
40044357000196,CJC COMERCIO VAREJISTA E ATACADISTA DE F,MATERIAL DE CONSUMO,3,4518.6,0.0,4518.6,4518.6
06636589000103,DAGOBERTO DOS SANTOS HOLKEM,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,4515.0,0.0,4515.0,4515.0
21968331000190,VERA ALICE CHAGAS-ME,MATERIAL DE CONSUMO,1,4476.0,0.0,4476.0,4476.0
31401798000107,DENTAL BH BRASIL,MATERIAL DE CONSUMO,2,4434.2,0.0,4434.2,4434.2
54084848000175,GESTOR UM EDUCACAO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,4421.0,0.0,4421.0,4421.0
25310339000115,BRUNO PINTO MARIAN,MATERIAL DE CONSUMO,1,4380.6,0.0,4380.6,4380.6
48670007000147,IRM COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,7,7156.52,2777.32,4379.2,4379.2
58421861000123,VANINHA UTILIDADES LTDA,MATERIAL DE CONSUMO,9,4407.18,0.0,4365.82,4365.82
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,11469.0,0.0,4305.0,4305.0
39886474000118,JK CASA E CONSTRUCAO LTDA,MATERIAL DE CONSUMO,6,28572.0,0.0,4284.0,4284.0
26348306000127,"T&T INDUSTRIA, COMERCIO, IMPORTACAO E EX",MATERIAL DE CONSUMO,4,4188.45,0.0,4188.45,4188.45
59777691000187,HELLA COMERCIO E SERVICOS LTDA,MATERIAL DE CONSUMO,13,5850.95,0.0,4175.95,4175.95
34637297000112,LIFE CARE DIAGNOSTICOS EIRELI,MATERIAL DE CONSUMO,3,5009.58,0.0,4140.88,4140.88
05462743000954,ABORGAMA DO BRASIL LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,12000.0,7900.0,4100.0,4100.0
11660639000110,CARLOS ASSIS LOURENÇO DA SILVA 419601060,MATERIAL DE CONSUMO,1,4100.04,0.0,4043.1,4043.1
17500279000175,ABS SOLUCOES TECNICAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,25577.52,0.0,4037.6,4037.6
09012560000130,PAULO RONI MALGARIN,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,4035.0,0.0,4035.0,4035.0
00664113000191,SOCOLOSKI & SOCOLOSKI COMERCIO DE TECIDO,MATERIAL DE CONSUMO,1,4025.0,0.0,4025.0,4025.0
11108062000138,ENTELCO TECNOLOGIA EM REDES DE DADOS LTD,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,3998.0,0.0,3998.0,3998.0
98102924013939,DELTASUL UTILIDADES LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,1,3939.06,0.0,3939.06,3939.06
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,DESPESAS DE EXERCÍCIOS ANTERIORES,1,3909.61,0.0,3909.61,3909.61
32593430000150,M CARREGA COMÉRCIO DE PRODUTOS HOSPITALA,MATERIAL DE CONSUMO,4,4230.0,0.0,3900.0,3900.0
89100135000132,UNIMED PLANALTO CENTRAL RS - COOPERATIVA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,3900.0,0.0,3900.0,3900.0
12581380000184,ALF COMERCIO DE ELETRODOMESTICOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,3894.0,0.0,3894.0,3894.0
47960950000121,MAGAZINE LUIZA S/A,EQUIPAMENTOS E MATERIAL PERMANENTE,1,3880.91,0.0,3880.91,3880.91
21112395000194,CIRURGICA LAJEADENSE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,3859.0,0.0,3859.0,3859.0
33484825000188,CONSELHO NACIONAL DE SEC. DE MUNICIPAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,5760.0,0.0,4320.0,3840.0
05387322000159,UNIÃO DOS DIRIGENTES MUNICIPAIS DE EDUCA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,7487.0,3672.0,3815.0,3815.0
01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,8803.53,5000.0,3803.53,3803.53
23597822000105,SERRA SAUDE COMERCIO DE EQUIPAMENTOS MED,MATERIAL DE CONSUMO,1,3786.98,0.0,3786.98,3786.98
15071878000195,CLEUDIONIR GLOGER DOS SANTOS,OBRAS E INSTALAÇÕES,1,3767.6,0.0,3767.6,3767.6
07978004000198,DENTAL MED EQUIP.MAT ODONT.E HOSPITALARE,MATERIAL DE CONSUMO,6,6328.74,0.0,3740.9,3740.9
10583148000150,ANGELO CELESTINO FLAIN PETRINI JUNIOR,MATERIAL DE CONSUMO,5,3712.8,0.0,3712.8,3712.8
05700555000160,CLÁUDIO LUIS POPEK,MATERIAL DE CONSUMO,3,3688.0,0.0,3688.0,3688.0
24241038000114,PARASOU E-COMMERCE LTDA,MATERIAL DE CONSUMO,4,3674.4,0.0,3674.4,3674.4
21112395000194,CIRURGICA LAJEADENSE LTDA,MATERIAL DE CONSUMO,5,4137.5,0.0,3657.5,3657.5
87958674000181,SECRETARIA DA FAZENDA - RS,INDENIZAÇÕES E RESTITUIÇÕES,2,3648.2,0.0,3648.2,3648.2
21765039000170,LAUREANI PAZZINI SILVEIRA 02691559025,OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA,2,3648.0,0.0,3648.0,3648.0
91252635000131,MARIA TEREZA PIRES MACHADO-ME,MATERIAL DE CONSUMO,8,3531.9,0.0,3531.9,3531.9
09611741000183,MARILEI TERESINHA GIUSTI CAPPELARI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,8185.0,0.0,3525.0,3525.0
07381576000195,DRC MATERIAIS DE CONSTRUCAO LTDA,MATERIAL DE CONSUMO,16,4385.4,0.0,3507.0,3507.0
01673020000196,TARCISO DE MATTOS CARVALHO - ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,3485.0,0.0,3485.0,3485.0
04309482000117,M. KIRST LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,3890.0,0.0,3430.0,3430.0
12541620000117,SERIBAND INDÚSTRIA E COMERCIO DE CONFECÇ,EQUIPAMENTOS E MATERIAL PERMANENTE,2,3414.0,0.0,3414.0,3414.0
52996455000102,ELEVATE UTILIDADES LTDA,MATERIAL DE CONSUMO,27,4986.02,1.82,3404.7,3404.7
17417852000181,GRÁFICA DIRETA LTDA -ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,3376.5,0.0,3376.5,3376.5
