cnpj,nome_credor,rubrica,empenhos,empenhado_R$,anulado_R$,liquidado_R$,pago_R$
05121961000178,SILVEIRA & ZIQUINATTI LTDA,MATERIAL DE CONSUMO,6,713.4,0.0,713.4,713.4
39346590000144,KDN COMERCIO ATACADISTA LTDA,MATERIAL DE CONSUMO,1,705.0,0.0,705.0,705.0
53893980000165,BORJA PECAS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,703.0,0.0,703.0,703.0
89271464000146,W. GOMES DE OLIVEIRA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,700.0,0.0,700.0,700.0
04415928004347,LOJAS BECKER LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,699.0,0.0,699.0,699.0
23608114000114,SUELEN DAIANE KANIS,MATERIAL DE CONSUMO,9,2187.9,0.0,691.9,691.9
24604095000110,PRECISAO TRATAMENTO DE AGUA LTDA.,MATERIAL DE CONSUMO,1,690.0,0.0,690.0,690.0
53292332000153,GOVTECH LAB TECNOLOGIA E INOVAÇÃO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,673.2,0.0,673.2,673.2
07192243000118,ALCEU ALVES - SOCIEDADE INDIVIDUAL DE AD,SENTENCAS JUDICIAIS,2,1038.45,378.63,659.82,659.82
27298119000149,GESTOR UM CONSULTORIA FINANCEIRA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,659.29,0.0,659.29,659.29
01579286000174,SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,655.0,0.0,655.0,655.0
91525790002128,FELICE AUTOMOVEIS LTDA.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,651.58,0.0,651.58,651.58
34248356000160,ALEX BELMONTE MOREIRA,MATERIAL DE CONSUMO,1,649.9,0.0,649.9,649.9
89342497000563,NICOLA VEICULOS LTDA,MATERIAL DE CONSUMO,2,642.59,0.0,642.59,642.59
16989002000276,ELIANE RESTA DAL ROSSO GOYA /ME,MATERIAL DE CONSUMO,4,619.4,0.0,619.4,619.4
38259243000111,NB CONSULTORIA E DISTRIBUIDORA DE PRODUT,MATERIAL DE CONSUMO,2,607.62,0.0,607.62,607.62
37272059000149,CARLOS ROBERTO FACIO DAS DORES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,590.0,0.0,590.0,590.0
60282790000177,UNIACE SOLUCOES INTEGRADAS LTDA,MATERIAL DE CONSUMO,1,566.0,0.0,566.0,566.0
32593430000150,M CARREGA COMÉRCIO DE PRODUTOS HOSPITALA,EQUIPAMENTOS E MATERIAL PERMANENTE,4,4385.0,0.0,565.0,565.0
03666234000160,RODSON MAGGIO PINTO & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,550.0,0.0,550.0,550.0
92945153000120,SILVA & SEHN LTDA - EPP,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,546.0,0.0,546.0,546.0
08582779000102,CP MAGARINOS MECANICA LTDA,MATERIAL DE CONSUMO,2,601.04,0.0,541.24,541.24
12419021000125,RITA KOCHHANN LEDUR LTDA,MATERIAL DE CONSUMO,1,525.0,0.0,525.0,525.0
19555146000121,2B DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,510.0,0.0,510.0,510.0
59566602000153,DESBRAVA ASSESSORIA E CONSULTORIA EM LIC,MATERIAL DE CONSUMO,1,510.0,0.0,510.0,510.0
46794528000180,G L DA SILVA FILHO LIMITADA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,1004.0,502.0,502.0,502.0
30401055000174,ARMACOES NORTE COMERCIO DE FERRAGENS LTD,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,500.0,0.0,500.0,500.0
92945153000120,SILVA & SEHN LTDA - EPP,MATERIAL DE CONSUMO,1,500.0,0.0,500.0,500.0
10604267000141,ACONTURS-ASSOC.DOS CONS. EX-CONSELHEROS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,500.0,0.0,500.0,500.0
30468657000149,COMERCIO DE ALIMENTOS DAL MOLIN LTDA,DESPESAS DE EXERCÍCIOS ANTERIORES,1,496.0,0.0,496.0,496.0
61237085000110,RM SUPRIMENTOS ESCOLAR E ESCRITORIO LTDA,MATERIAL DE CONSUMO,16,512.35,14.4,489.55,489.55
08940091000157,ROTA SMART MONITORAMENTO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,486.74,0.0,486.74,486.74
89511083000197,RODA PNEUS E ACESSORIOS LTDA.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,480.0,0.0,480.0,480.0
27226575000183,M PANICIO VERTUAN SUPLEMENTOS ALIMENTICI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,468.0,0.0,468.0,468.0
10942831000136,COMERCIAL VANGUARDEIRA EIRELI ME,EQUIPAMENTOS E MATERIAL PERMANENTE,2,934.66,467.33,467.33,467.33
90519018000197,ORIGINAL GRAFICA EXPRESSA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,462.0,0.0,462.0,462.0
03675338000131,IPCOMM TECNOLOGIA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,459.89,0.0,459.89,459.89
52735169000193,52.735.169 PAULO RICARDO CRESTANI LOCATE,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,456.0,0.0,456.0,456.0
30994121000167,TOPMIX UTILIDADES E SERVICOS LTDA,MATERIAL DE CONSUMO,2,456.0,0.0,456.0,456.0
59215212000139,59.215.212 THAIS VARGAS DA SILVA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,450.0,0.0,450.0,450.0
07628070000138,INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA,MATERIAL DE CONSUMO,1,438.9,0.0,438.9,438.9
14157326000131,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,424.89,0.0,424.89,424.89
92954957000195,CENTRO DE INTEGRACAO EMPRESA ESCOLA DO R,DESPESAS DE EXERCÍCIOS ANTERIORES,2,535.9,0.0,419.2,419.2
87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,710.28,0.0,414.33,414.33
13779852000170,GRANDIOSA SUPRIMENTOS & TRANSPORTES LTDA,MATERIAL DE CONSUMO,2,408.0,0.0,408.0,408.0
88594544000684,REDEMAQ REAL DISTRIB. DE MÁQUINAS AGRÍCO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,400.0,0.0,400.0,400.0
54040457000159,EMERSON GUERRA MACHADO,MATERIAL DE CONSUMO,1,400.0,0.0,400.0,400.0
17695813002602,JP SANTA LÚCIA COMÉRCIO DE COMBUSTÍVEIS,MATERIAL DE CONSUMO,2,400.0,0.0,400.0,400.0
24765538000155,VILMAR CASTANHEIRA,MATERIAL DE CONSUMO,1,393.5,0.0,393.5,393.5
26950671000107,LICERI COMERCIO DE PRODUTOS EM GERAL LTD,MATERIAL DE CONSUMO,1,386.7,0.0,386.7,386.7
51659136000149,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAM,MATERIAL DE CONSUMO,1,371.94,0.0,371.94,371.94
59215212000139,59.215.212 THAIS VARGAS DA SILVA,MATERIAL DE CONSUMO,2,360.0,0.0,360.0,360.0
67729178000572,COMERCIAL CIRÚRGICA RIOCLARENSE LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4,3081.45,468.75,359.04,359.04
64919605000163,64.919.605 ELIU FRAGA DE CAMPOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,350.0,0.0,350.0,350.0
34064557000108,MEDMED COMERCIO DE MATERIAIS HOSPITALARE,MATERIAL DE CONSUMO,2,699.0,0.0,349.5,349.5
09012560000130,PAULO RONI MALGARIN,MATERIAL DE CONSUMO,1,340.0,0.0,340.0,340.0
05332568000123,MUNICIPIO DE PORTO ALEGRE,COMPENSAÇÕES A REGIMES DE PREVIDÊNCIA,7,312.53,0.0,312.53,312.53
00394494010441,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLIC,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,312.36,0.0,312.36,312.36
53665245000102,53.665.245 CARINA MACHADO ALMASAN,MATERIAL DE CONSUMO,1,312.0,0.0,312.0,312.0
51740794000160,YNEMED PRODUTOS MEDICOS E HOSPITALARES L,MATERIAL DE CONSUMO,1,310.8,0.0,310.8,310.8
89522064000166,RIO GRANDE DO SUL PODER JUDICIARIO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,307.3,0.0,307.3,307.3
53308814000154,ACESSORIOS AUTOMOTIVOS ROBALOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,300.0,0.0,300.0,300.0
31722206000159,IVANETE APARECIDA MIRANDA,MATERIAL DE CONSUMO,1,290.0,0.0,290.0,290.0
51222177000173,PAMELA RIGHI PELIZZARO,MATERIAL DE CONSUMO,1,280.0,0.0,280.0,280.0
74704636000150,DEFENSORIA PUBLICA DO ESTADO DO RS,SENTENCAS JUDICIAIS,1,272.2,0.0,272.2,272.2
52735169000193,52.735.169 PAULO RICARDO CRESTANI LOCATE,MATERIAL DE CONSUMO,1,260.0,0.0,260.0,260.0
89342497000563,NICOLA VEICULOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,250.0,0.0,250.0,250.0
28426904000100,ROGÉRIO SANTANA 00643893083,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,239.0,0.0,239.0,239.0
04963776000168,INFORS SERVIÇOS DIGITAIS LTDA,MATERIAL DE CONSUMO,2,230.0,0.0,230.0,230.0
60614430000125,LENISE GOULART MORGENTAL LTDA,MATERIAL DE CONSUMO,1,229.25,0.0,229.25,229.25
17176399000169,SUPERINTENDENCIA DOS SERVICOS PENITENCIA,DESPESAS DE EXERCÍCIOS ANTERIORES,1,225.42,0.0,225.42,225.42
52815475000130,RGK PRODUTOS E SERVICOS LTDA,MATERIAL DE CONSUMO,9,1488.39,0.0,222.75,222.75
18541026000102,VW EDIFICACOES E COMERCIO DE MATERIAIS D,MATERIAL DE CONSUMO,1,219.4,0.0,219.4,219.4
92695790000195,CONSELHO REGIONAL DE ENGENHARIA E AGRONO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,216.78,0.0,216.78,216.78
26003402000133,LAURA ANKLAM DE LIMA - ME,MATERIAL DE CONSUMO,3,953.2,0.0,203.5,203.5
52966856000110,FABRICIO GABRIEL DA SILVA BUENO,EQUIPAMENTOS E MATERIAL PERMANENTE,1,195.0,0.0,195.0,195.0
19316524000114,DELTA SHOP - DISTRIBUIDORA DE PRODUTOS H,MATERIAL DE CONSUMO,1,194.0,0.0,194.0,194.0
89510838000139,CASA HOFF FERRAGENS LTDA,MATERIAL DE CONSUMO,1,182.0,0.0,182.0,182.0
13852321000166,13.852.321 AMAURI DE MENEZES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,180.0,0.0,180.0,180.0
93254555000140,REFRIGERACAO BUTUI LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,180.0,0.0,180.0,180.0
36473417000119,MATEUS ARAUJO CAPUTO 05936424146,MATERIAL DE CONSUMO,1,179.76,0.0,179.76,179.76
93009116000172,CONSELHO REGIONAL DE MEDICINA VETERINARI,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,1,170.0,0.0,170.0,170.0
55498031000106,F. ZHU,MATERIAL DE CONSUMO,1,150.0,0.0,150.0,150.0
16418251000120,LUIZ ROBERTO DELLAGLIO,MATERIAL DE CONSUMO,6,150.0,0.0,150.0,150.0
32379470000102,JOCASTA COSTA CHAMORRA JORNADA,MATERIAL DE CONSUMO,1,130.0,0.0,130.0,130.0
05340639000130,PRIME CONSULTORIA E ASSESSORIA EMPRESARI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,127.52,0.0,127.52,127.52
43644303000150,VIDRAÇARIA MUNHOZ LTDA,MATERIAL DE CONSUMO,1,120.0,0.0,120.0,120.0
05121961000178,SILVEIRA & ZIQUINATTI LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,118.9,0.0,118.9,118.9
22653587000170,MINIMERCADO SUPERUM LTDA - ME,MATERIAL DE CONSUMO,2,2105.9,0.0,109.4,109.4
41278073000127,MP COMERCIO DE TELAS E FERRAGENS LTDA,MATERIAL DE CONSUMO,10,1035.46,33.45,101.89,101.89
39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,100.0,0.0,100.0,100.0
01968617000168,MARTA D. SCHUQUEL & CIA. LTDA,MATERIAL DE CONSUMO,1,98.4,0.0,98.4,98.4
08940091000157,ROTA SMART MONITORAMENTO LTDA,MATERIAL DE CONSUMO,1,97.34,0.0,97.34,97.34
07793561000134,IMPRIME SOLUÇÕES GRÁFICAS LTDA,MATERIAL DE CONSUMO,1,88.0,0.0,88.0,88.0
11538917000160,ROGERIO RAMOS MAURER 44629206000,MATERIAL DE CONSUMO,1,80.0,0.0,80.0,80.0
52229661000197,VIDRACARIA ALEMCASTRO LTDA,MATERIAL DE CONSUMO,1,80.0,0.0,80.0,80.0
89225544000246,DISTRIBUIDORA DE PRODUT. ALIMENT. LAMANA,MATERIAL DE CONSUMO,1,75.51,0.0,75.51,75.51
43678415000121,SUELEN BETTIM GONCALVES,MATERIAL DE CONSUMO,1,65.0,0.0,65.0,65.0
35669865000120,OLIVA CAFE LTDA,MATERIAL DE CONSUMO,1,48.0,0.0,48.0,48.0
20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,40.89,0.0,40.89,40.89
07851418000151,LEOMAR D.SCHUQUEL & CIA LTDA,MATERIAL DE CONSUMO,7,1968.31,0.0,40.0,40.0
11538917000160,ROGERIO RAMOS MAURER 44629206000,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,30.0,0.0,30.0,30.0
13460002000105,MORK TELECOM PRODUTOS E SERVIÇOS PARA TE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,14.25,0.0,14.25,14.25
00000000018724,BANCO DO BRASIL S/A,OBRIGAÇÕES PATRONAIS,1,11.76,0.0,11.76,11.76
22850731000169,BMH MATERIAIS HIDRULICOS LTDA ME,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,10.96,0.0,10.96,10.96
31296543000121,IMPERMEABILIZA COMERCIO DE TINTAS LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,10.4,0.0,10.4,10.4
23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,8.22,0.0,8.22,8.22
00378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DE EDU,INDENIZAÇÕES E RESTITUIÇÕES,1,0.01,0.0,0.01,0.01
00394460005887,MINISTERIO DA FAZENDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,140.01,140.01,0.0,0.0
44233812000152,ZAGONEL ILUMINACAO S.A.,OUTROS SERVIÇOS DE TERCEIROS PESSOA JURÍDICA,1,262559.65,0.0,0.0,0.0
00735067000174,ARCELIO IRIO KLEINERT,OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA,1,620.0,0.0,0.0,0.0
31286638000164,ORTOPEDICA V2 INDUSTRIA E COMERCIO ORTES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,5882.4,0.0,0.0,0.0
88489786000101,MUNICIPIO DE SAO BORJA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,0.04,0.04,0.0,0.0
30050141000180,INLEGIS CONSULTORIA E TREINAMENTO EIRELI,DIÁRIAS - PESSOAL CIVIL,4,8480.0,8480.0,0.0,0.0
00390052000111,CONTRANSIN - INDUSTRIA E COMERCIO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,5100.0,0.0,0.0,0.0
08955458000106,DOLORES ANI HECK OLIVEIRA,MATERIAL DE CONSUMO,1,140.0,0.0,0.0,0.0
11273797000117,R. S. SCHMIDT  CIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,5560.0,0.0,0.0,0.0
11273797000117,R. S. SCHMIDT  CIA LTDA,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,2,7322.0,0.0,0.0,0.0
27171625000172,KENYA OLIVEIRA FERNANDES LIMA SOARES ME,MATERIAL DE CONSUMO,1,200.0,0.0,0.0,0.0
63732144000152,PEPCON COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1350.0,0.0,0.0,0.0
23457564000153,AJM INSUMOS INDUSTRIAIS EIRELI,OBRAS E INSTALAÇÕES,1,924.0,0.0,0.0,0.0
65996648000105,TPS COMERCIAL LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1620.0,0.0,0.0,0.0
11079800000166,IVAN RIBAS CHUQUEL,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,11395.84,0.0,0.0,0.0
51892897000146,JT MEDICAMENTOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,85.0,85.0,0.0,0.0
01673020000196,TARCISO DE MATTOS CARVALHO - ME,OBRAS E INSTALAÇÕES,1,40000.0,0.0,0.0,0.0
34098668000216,SULPASSO COMERCIO DE CAMINHOES LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,731.5,0.0,0.0,0.0
41278073000127,MP COMERCIO DE TELAS E FERRAGENS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,31.98,31.98,0.0,0.0
13460002000105,MORK TELECOM PRODUTOS E SERVIÇOS PARA TE,MATERIAL DE CONSUMO,1,475.0,0.0,0.0,0.0
