rank,cnpj,nome_credor,pago_core_R$,share_core,territorial_class,exact_situacao,exact_uf,exact_municipio_tom,exact_municipio_nome,root_local_active_count,rubricas_core,empenhos_core
209,10759369000136,ARGAVALE DISTRIBUIDORA DE MATERIAIS DE C,20769.0,0.00028830020395488273,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0,MATERIAL DE CONSUMO,3
210,47459386000168,ANDRELIS DISTRIBUIDORA LTDA,20449.0,0.0002838581959012662,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8205,MARAVILHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,3
211,52977047000103,52.977.047 JONAS ADAIR RODRIGUES SARTURI,20000.0,0.0002776255033510354,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
212,59584939000193,RD COMERCIO OPTICO LTDA,19101.05,0.0002651469310391648,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
213,09654067000114,EXCLUSIVACAO - EDUCACAO E DESENVOLVIMENT,19000.0,0.00026374422818348367,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8165,ITAPIRANGA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
214,37766833000178,JOSÉ ANTÔNIO GOULART ANDRADES,18900.0,0.00026235610066672847,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
215,27171625000172,KENYA OLIVEIRA FERNANDES LIMA SOARES ME,18799.86,0.00026096602977144985,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,EQUIPAMENTOS E MATERIAL PERMANENTE,8
216,58390067000160,"BERTANI, OLIVEIRA & HASSTENTEUFEL ADVOGA",18700.0,0.00025957984563321814,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
217,87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,18455.2,0.00025618170947220144,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,3
218,19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LT,18000.0,0.0002498629530159319,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,7309,VILA MARIA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
219,40031401000123,FREDERICO VIERO DE OLIVEIRA,17577.58,0.0002439992247596547,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
220,23969712000119,L.J. BREDOW REPRESENTAÇÕES,17487.95,0.00024275504606638702,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,1008,NOVO CABRAIS,0,MATERIAL DE CONSUMO,5
221,11145401000156,L.A DALLA PORTA JUNIOR,17387.32,0.00024135817334627627,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0,MATERIAL DE CONSUMO,3
222,15701365000110,CRISTIAN CAVALHEIRO DOS SANTOS,17100.0,0.00023736980536513528,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
223,47076858000101,SPORTSUL EVENTOS ESPORTIVOS LTDA,17080.0,0.00023709217986178427,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,9821,TEUTONIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
224,10790611000134,FLAVIO WALAU VALANDRO,16523.0,0.00022936030959345793,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7
225,46388826000170,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL,16496.7,0.00022899523205655131,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6635,LEME,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
226,97530228000125,R. DE O. SANTIL EPI,16200.5,0.00022488359835192247,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6697,MINEIROS DO TIETE,0,MATERIAL DE CONSUMO,6
227,03404393000197,JS SERVICOS DE ENGENHARIA LTDA,16099.2,0.00022347742517744948,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8785,PASSO FUNDO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
228,31912337000107,SB EMPRESA DE MIDIA E NOTICIA LTDA,16000.0,0.00022210040268082836,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,SERVIÇOS DE CONSULTORIA,1
229,72309164000297,BATAIOLLI BOMBAS INJETORAS LTDA - FILIAL,15980.0,0.0002218227771774773,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,MATERIAL DE CONSUMO,5
230,28114183000195,CONSULTORIA EDUCACAO E ACAO LTDA,15980.0,0.0002218227771774773,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8679,GIRUA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
231,42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,15866.21,0.0002202432268761616,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8327,SAO JOSE,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,7
232,51954194000103,ZAMPIERE VOLPATTO SOLUCOES INTEGRADAS LT,15839.0,0.0002198655173788525,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
233,30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,15625.0,0.00021689492449299643,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8561,CACHOEIRINHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9
234,40214888000180,CLS SERVICOS E ASSESSORIA LTDA.,15589.9,0.00021640769173461536,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8599,CAXIAS DO SUL,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
235,48346978000136,DAMED DISTRIBUIDORA DE MEDICAMENTOS E MA,15505.8,0.00021524027649302426,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0,MATERIAL DE CONSUMO,1
236,26270786000150,BAGE ELEVADORES LTDA,15493.15,0.00021506467836215472,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,1164,ROLADOR,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
237,00802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,15212.39,0.0002111673715461129,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8291,RIO DO SUL,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",16
238,03549816000167,M. A. FERROS E CHAPAS LTDA,15211.0,0.00021114807657362998,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
239,63732144000152,PEPCON COMERCIAL LTDA,15093.62,0.00020951869249446274,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,11
240,76386283000113,DIMEVA DISTRIBUIDORA DE MEDICAMENTOS LTD,15039.94,0.0002087735456434686,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7751,PATO BRANCO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5
241,35011420000158,35.011.420 JOSE DESIDERIO LUZ DE SOUZA,15000.0,0.00020821912751327657,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
242,18342297000139,SANDRO ALEXANDRE COELHO LTDA,15000.0,0.00020821912751327657,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
243,96418264002859,LOJAS QUERO-QUERO S.A.,14881.4,0.00020657280827840493,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,3,MATERIAL DE CONSUMO,3
244,64313681000120,64.313.681 PEDRO IZAIAS ROSO LAGO,14734.0,0.0002045267083187078,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,11
245,26979673000129,JARDEL JACOBS PEREIRA DA SILVA,14726.4,0.0002044212106274344,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,6029,COLINAS,0,MATERIAL DE CONSUMO,7
246,12541620000117,SERIBAND INDÚSTRIA E COMERCIO DE CONFECÇ,14498.0,0.0002012507273791656,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8517,ARATIBA,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,4
247,62201240000101,RENATO CESAR PRAUCHNER LTDA,14164.4,0.00019661993398327032,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,4
248,05700555000160,CLÁUDIO LUIS POPEK,14028.0,0.00019472652805041624,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,6
249,59820838000174,DAGOBERTO HOLKEM REPARAÇAO DE CAMINHOES,14025.0,0.0001946848842249136,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
250,04071245000160,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, C",13920.0,0.00019322735033232066,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
251,01568077003655,B-GREEN GESTÃO AMBIENTAL S.A.,13850.0,0.00019225566107059205,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8943,TRIUNFO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
252,92581933000138,ALBERI PINTON,13799.0,0.0001915477160370469,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,4
253,24531333000105,NEOFINE PIGMENTOS E DISPERSÕES INDÚS,13750.0,0.00019086753355383686,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8761,NOVA BASSANO,0,MATERIAL DE CONSUMO,2
254,35250918000173,L FERREIRA DA COSTA DISTRIBUIDORA DE MED,13738.25,0.00019070442857061813,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7565,FRANCISCO BELTRAO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
255,02150800000114,KALINOVSKI E KALINOVSKI LTDA,13570.0,0.00018836890402367754,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
256,34034228000114,NOVO HORIZONTE COMERCIO DE PRODUTOS E AC,13467.49,0.0001869459345062518,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,MATERIAL DE CONSUMO,26
257,07793561000134,IMPRIME SOLUÇÕES GRÁFICAS LTDA,13296.0,0.00018456543462776835,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7
258,07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,13291.98,0.0001845096319015948,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7885,SAO JOSE DOS PINHAIS,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
259,03422707000184,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCI,13158.78,0.00018266064604927692,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
260,02016440005040,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,12997.27,0.00018041868129696563,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,5,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
261,13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,12989.1,0.00018030527127884673,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",6
262,23457564000153,AJM INSUMOS INDUSTRIAIS EIRELI,12871.67,0.00017867519313592112,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8561,CACHOEIRINHA,0,MATERIAL DE CONSUMO,9
263,05836388000189,JOAO FRANCISCO DA SILVA DORNELLES,12770.0,0.0001772638838896361,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
264,35186472000165,ODAIR DE OLIVEIRA CERENTINI,12540.0,0.0001740711906010992,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
265,40331916000149,RAFHAELA BUENO DE LOURENCO,12396.03,0.00017207270341522678,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
266,92859768000133,CONS. SEC. MUNIC. SAÚDE RS - COSEMS-RS,12334.08,0.00017121275841859695,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
267,41507227000105,JAB COMERCIO E DISTRIBUICAO DE PRODUTOS,12292.07,0.0001706296060488081,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8911,SERTAO,0,MATERIAL DE CONSUMO,21
268,37954602000198,USIBRAS INDUSTRIA E COMERCIO DE VIDROS L,12240.0,0.00016990680805083368,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,2
269,07239059000186,BARROSO & MACHADO LTDA,12205.7,0.00016943068031258666,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,PASSAGENS E DESPESAS COM LOCOMOÇÃO,13
270,22673037000113,SINALIR JOSE DOTTO,12198.0,0.00016932379449379652,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,MATERIAL DE CONSUMO,1
271,01484706000139,IGAM-INSTIT.GAMMA DE ASSES.ORGAO PUBL.S/,12170.17,0.00016893747860588355,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7
272,19822275000139,BRUNA SANTOS DE ALMEIDA 03124299086,12000.0,0.00016657530201062126,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8569,CAMAQUA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
273,32819954000389,PPD COMERCIO DE ELETRONICOS LTDA,11995.0,0.0001665058956347835,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,1
274,28717167000197,ELITE ASSESSORIA EM SEGURANCA E MEDICINA,11874.93,0.00016483917092541557,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9
275,55875621000100,BS COLORS COMERCIO DE TINTAS LTDA,11830.0,0.00016421548523213746,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8075,CAPINZAL,0,MATERIAL DE CONSUMO,11
276,88993175000198,UVERGS-UNIAO DOS VEREADORES DO RS.,11640.0,0.00016157804295030263,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
277,92021062000106,HOSPITAL SÃO VICENTE DE PAULA,11500.0,0.00015963466442684538,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8785,PASSO FUNDO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
278,13062485000270,TIO MARIO EMBALAGENS LTDA,11427.9,0.00015863382448726488,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0,MATERIAL DE CONSUMO,6
279,90791377000107,COMERCIAL DE MATERIAIS ESPORTIVOS SURUBI,11415.75,0.00015846516699397913,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,8
280,01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,11256.28,0.00015625152004300965,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,18
281,52496119000109,B. D. R. COMERCIO DE EQUIPAMENTOS LTDA,11150.0,0.00015477621811820226,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6155,ARACATUBA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
282,17983017000109,CASSIANO RICARDO FROES SUTHERLAND,11068.86,0.0001536498914511071,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,MATERIAL DE CONSUMO,1
283,58158024000153,MECANICAR SERVICOS E REPAROS LTDA,10935.0,0.00015179174395717863,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6
284,15318347000154,D.S.E. INDUSTRIA E COMERCIO DE MOVEIS DE,10817.32,0.00015015819549546114,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7777,PONTA GROSSA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,4
285,27403752000150,KAPRICHO DITRIBUIDORA LTDA,10794.3,0.00014983864854110408,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8511,ALVORADA,0,MATERIAL DE CONSUMO,29
286,22862531000126,TOP NORTE COMERCIO DE MATERIAL MEDICO HO,10762.12,0.0001493919491062123,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
287,48911914000130,D S J CONFECCOES LTDA,10680.0,0.0001482520187894529,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7571,GUAIRA,0,MATERIAL DE CONSUMO,1
288,76535764000143,OI S.A. - EM RECUPERACAO JUDICIAL,10512.51,0.00014592704401163967,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RJ,6001,RIO DE JANEIRO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
289,44639579000102,OESTE PRODUTOS DE LIMPEZA LTDA,10474.3,0.0001453966404874875,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8811,REDENTORA,0,MATERIAL DE CONSUMO,21
290,27075106000100,NOVIDÁ INDÚSTRIA E COMÉRCIO DE MÓVEIS LT,10444.0,0.0001449760378499107,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8763,NOVA BRESCIA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
291,94389400000184,MCW PRODUTOS MEDICOS E HOSPITALARES,10297.13,0.00014293729496605236,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8957,VERA CRUZ,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
292,44133337000142,ANA CAROLINE PHILIPPSEN CRUZ 09914014925,10235.96,0.00014208817736405323,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8205,MARAVILHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,3
293,02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,10226.25,0.0001419533901821763,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,13
294,93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,10208.4,0.0001417056094204355,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8939,TRES DE MAIO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,9
295,08628327000114,PAULO RENATO MAIDANA ODY,10183.35,0.00014135788347748835,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,12
296,28337943000123,CA COMERCIO DE ALIMENTOS EIRELI,9796.68,0.0001359904108084511,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8619,CRUZ ALTA,0,MATERIAL DE CONSUMO,16
297,23310852000261,MURIEL A. BLAU & CIA LTDA,9688.05,0.00013448248788699993,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0,MATERIAL DE CONSUMO,37
298,65996648000105,TPS COMERCIAL LTDA,9639.6,0.00013380994010513207,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8541,BENTO GONCALVES,0,MATERIAL DE CONSUMO,2
299,28499301000120,JULIO CESAR REGINALDO 52490670000,9564.0,0.00013276051570246513,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,3
300,20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,9519.82,0.0001321472409655627,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8667,FREDERICO WESTPHALEN,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",14
301,66610727000107,66.610.727 JARI LOURENZO TERRES JUNIOR,9500.0,0.00013187211409174183,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8791,PELOTAS,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
302,03575238000133,SESC - ADM REG NO ESTADO DO RIO GRANDE D,9500.0,0.00013187211409174183,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
303,55571406000116,55.571.406 NELCI DILLY SCHUMACHER,9490.0,0.00013173330134006632,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8679,GIRUA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
304,19639940000315,TCJM DISTRIBUIDORA E IMPORTADORA LTDA,9294.0,0.00012901257140722616,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8025,ARAQUARI,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
305,46381269000166,"NUTRI-ELE DISTRIBUIDORA DE NUTRICAO, COR",9222.5,0.0001280200602327462,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
306,15457786000148,BERNARDO EMMANUELLI - ME,9150.0,0.00012701366778309871,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
307,42227547000174,MED4 IMPORTADORA E DISTRIBUIDORA LTDA,9122.05,0.00012662568614216563,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
308,03725725000135,LEIS LTDA,9075.33,0.0001259771529663376,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8163,ITAPEMA,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
309,35215257000145,DENTAL PREMIUM LTDA,9052.38,0.0001256585777012423,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7927,TOLEDO,0,MATERIAL DE CONSUMO,5
310,10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,9047.54,0.00012559139232943135,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6789,OSASCO,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,11
311,09126634000160,COMERCIO DE JORNAIS PEDROLO LTDA,8992.86,0.00012483236420326963,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
