rank,cnpj,nome_credor,pago_core_R$,share_core,territorial_class,exact_situacao,exact_uf,exact_municipio_tom,exact_municipio_nome,root_local_active_count,rubricas_core,empenhos_core
312,07052779000138,ALCI N. BECKER & CIA LTDA,8940.0,0.00012409859999791285,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8501,AGUDO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,3
313,87975280000131,CASA DOS RADIADORES COMÉRCIO DE PEÇAS E,8910.0,0.0001236821617428863,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
314,21112395000194,CIRURGICA LAJEADENSE LTDA,8893.0,0.0001234461800650379,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0,"EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",8
315,17695813000146,JP SANTA LUCIA COMERCIO DE COMBUSTIVEIS,8776.66,0.00012183123251204493,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8841,SANTA MARIA,2,MATERIAL DE CONSUMO,8
316,06867357000158,DISTRIBUIDORA PARANHOS ARTIGOS PARA LABO,8760.0,0.00012159997046775352,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,MATERIAL DE CONSUMO,1
317,35480107000169,MARCELO AUGUSTO MARQUES STEIN 0315940409,8700.0,0.00012076709395770042,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
318,29757279000134,MEDIACUSTICA SOLUCOES EM EQUIPAMENTOS A,8660.0,0.00012021184295099834,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
319,43496899000198,ALS UNIFORMES PROFISSIONAIS LTDA,8536.36,0.00011849556208928225,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8183,LAGES,0,MATERIAL DE CONSUMO,10
320,07978004000198,DENTAL MED EQUIP.MAT ODONT.E HOSPITALARE,8470.9,0.0001175868938168143,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",7
321,55675690000170,DENTAL MED PLUS LTDA,8447.62,0.0001172637377309137,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7565,FRANCISCO BELTRAO,0,MATERIAL DE CONSUMO,3
322,61602199023244,COMPANHIA ULTRAGAZ S.A.,8400.0,0.00011660271140743488,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0,MATERIAL DE CONSUMO,6
323,92691104000108,ALGACIR JOSE BERTUOL,8375.5,0.00011626262016582986,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8
324,04531195000157,GESTOR UM CONSULTORIA & AUDITORIA S/S L,8200.0,0.00011382645637392452,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
325,91083212000135,DENTÁRIA E DIST.  HOSP.  PORTO ALEGRENSE,8019.42,0.00011131977570416802,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5
326,26683024000186,ALE26.683.024 ALEX CRISX CRISTIAN FLORES,8000.0,0.00011105020134041418,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
327,73865008000194,E.  D.  AZAMBUJA & CIA LTDA,7951.4,0.00011037557136727115,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,4
328,00358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, COR",7700.0,0.00010688581879014864,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
329,46529034000179,RICARDO DORNELES CHUQUEL,7689.16,0.00010673534576733238,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,5
330,18274923000105,MASTERSUL EQUIPAMENTOS DE SEGURANCA LTDA,7670.12,0.00010647104628814219,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,MATERIAL DE CONSUMO,8
331,55589237000141,LICITAPRO COMERCIO CONSTRUCOES E SERVICO,7553.4,0.00010485082385058554,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8791,PELOTAS,0,MATERIAL DE CONSUMO,1
332,08713242000134,PEREIRA FUMACO & CIA LTDA,7530.0,0.00010452600201166484,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,2
333,03550194000197,GILDO GUEDES ALVES,7440.0,0.00010327668724658518,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,4
334,20994694000137,CENTRO AUTOMOTIVO LV MECANICA LTDA,7420.0,0.00010299906174323415,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6
335,06037744000167,ADILSON MOURA DE ALMEIDA,7405.0,0.00010279084261572087,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,MATERIAL DE CONSUMO,6
336,48057203000140,TACCUINO DISTRIBUIDORA DE MATERIAIS LTDA,7304.2,0.00010139161007883164,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,25
337,48552166000147,48.552.166 ALINE ROBALO CHUQUEL,7194.0,9.986189355536745e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
338,02672248000124,AGIP-ASSOC.GAÚCHA DE INSTIT. DE PREVID.,7100.0,9.855705368961758e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8771,NOVO HAMBURGO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
339,20992564000165,HELPFIX ATACADO DE PAPELARIA LTDA-ME,7026.51,9.75369187775542e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8769,NOVA PRATA,0,MATERIAL DE CONSUMO,25
340,11461374000120,DIALUZ DILAMAR BERNARDI,7000.0,9.71689261728624e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
341,42753718000107,CASTRO EQUIPAMENTOS LTDA,6999.9,9.716753804534564e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,ES,5703,VILA VELHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
342,28677530000198,AUGUSTO SOSTA MARTINS 25510225840,6975.0,9.68218942936736e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4287,CARMO DO RIO CLARO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
343,93641710003369,FERNANDEZ COMERCIO DE MEDICAMENTOS S.A.,6828.69,9.47909249239091e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,9,MATERIAL DE CONSUMO,8
344,13055109000178,INSPECAM ANÁLISES TÉCNICAS VEICULAR LTDA,6800.0,9.439267113935205e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
345,03426592000104,FLAVIO IVAN DOS PRAZERES DE DEUS,6644.6,9.223552097831451e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8851,SANTIAGO,0,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
346,25341162000114,"MEGA DENTAL IMPORTACAO, EXPORTACAO E COM",6612.3,9.178715579040259e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7667,LONDRINA,0,MATERIAL DE CONSUMO,3
347,07675477000116,IGAM CORPORATIVO CURSOS E ASSESSORIA S/S,6594.29,9.153715402463497e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5
348,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADO,6408.54,8.895870716226223e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,3
349,18876112000176,GIBBOR PUBLICIDADE E PUBLICAÇÕES DE EDIT,6346.8,8.810167723341758e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6619,JUNDIAI,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
350,51659136000149,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAM,6274.76,8.710167017034715e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8047,BLUMENAU,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,5
351,04812021000162,NOROESTE MAQUINAS E EQUIPAMENTOS LTDA,6261.75,8.692107478041731e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8853,SANTO ANGELO,0,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5
352,11660639000110,CARLOS ASSIS LOURENÇO DA SILVA 419601060,6193.1,8.596812524016488e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6
353,02012862000160,TAM LINHAS AEREAS S/A.,6158.5,8.548783311936759e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7107,SAO PAULO,0,PASSAGENS E DESPESAS COM LOCOMOÇÃO,1
354,54084848000175,GESTOR UM EDUCACAO LTDA,6071.0,8.42732215422068e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,6
355,43613995000179,43.613.995 MHAGALDY MARJA DOMINGO BUENO,6000.0,8.328765100531063e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8885,SAO MARTINHO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
356,89271464000146,W. GOMES DE OLIVEIRA LTDA,5976.7,8.296421729390666e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,21
357,89818686000136,ULFRO - UNIÃO LEGISLATIVOS FRONTEIRA OES,5905.69,8.197850794425882e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8809,QUARAI,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
358,44918033000190,DIP IMPORTACAO E COMERCIO DE MATERIAIS L,5850.0,8.120545973017787e-05,EXTERNAL_EXACT_NONACTIVE_NO_LOCAL_FOOTPRINT,08,RS,8589,CANOAS,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
359,11079800000166,IVAN RIBAS CHUQUEL,5691.5,7.900527761612091e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,2
360,24738613000199,MEGA PAPELARIA E ESPORTES EIRELI ME,5669.25,7.869641924364287e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8633,ENCANTADO,0,MATERIAL DE CONSUMO,25
361,40260072000192,CAROLINE DISQUE DA SILVA 43529436810,5600.0,7.773514093828992e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7097,SAO JOSE DO RIO PRETO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
362,48994988000188,SUL PRIME LUB LTDA,5599.86,7.773319755976646e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8737,MARAU,0,MATERIAL DE CONSUMO,6
363,19555146000121,2B DISTRIBUIDORA LTDA,5550.6,7.704940594501286e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8309,SANTO AMARO DA IMPERATRIZ,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,21
364,27298119000149,GESTOR UM CONSULTORIA FINANCEIRA LTDA,5382.31,7.471332614706559e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,9
365,30986684000103,WE COMERCIO DE PRODUTOS E UTILIDADES DOM,5362.76,7.444194721753995e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8855,SANTO ANTONIO DA PATRULHA,0,MATERIAL DE CONSUMO,20
366,13903994000106,GAVEA COMERCIO DE BANDEIRAS E EMBALAGENS,5360.0,7.44036348980775e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8561,CACHOEIRINHA,0,MATERIAL DE CONSUMO,2
367,47484691000100,MAIS ESPORTE COMERCIO DE ARTIGOS ESPORTI,5350.95,7.427800935781115e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8659,FELIZ,0,MATERIAL DE CONSUMO,27
368,59131363000109,IX MEDICAL LTDA,5315.0,7.377897751553767e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,5453,PINHAIS,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
369,73887663000143,GUASSO FERRAGENS LTDA,5299.5,7.356381775044062e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,12
370,61198164000160,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,5296.65,7.352425611621309e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7107,SAO PAULO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
371,65665504000176,PONTUAL SERRALHERIA LTDA,5265.0,7.308491375716007e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
372,04196645000100,IMPRENSA NACIONAL,5235.98,7.268207915179771e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
373,56004897000186,TRIUNFO ILUMINACAO LTDA,5174.7,7.183143460953015e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,GO,9373,GOIANIA,0,MATERIAL DE CONSUMO,4
374,51892897000146,JT MEDICAMENTOS LTDA,5137.6,7.131643930081398e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7565,FRANCISCO BELTRAO,0,MATERIAL DE CONSUMO,1
375,49673898000158,CB ELETRO E INFORMATICA LTDA,5115.79,7.101368868940968e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8351,TAIO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
376,22252006000199,ZEFERINA PAULINA AMALIA MULLER SCHERER,5100.0,7.079450335451404e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8643,ERVAL SECO,0,MATERIAL DE CONSUMO,1
377,41876743000107,POSTO 44 INTERNACIONAL COMERCIO DE COMBU,4968.0,6.89621750323972e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,6
378,01865820000109,TATSCH & TATSCH COMERCIO DE ALIMENTOS LT,4809.0,6.675505228075647e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,11
379,26967184000157,DNET PROVEDOR DE INTERNET LTDA,4800.0,6.66301208042485e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
380,16652789000103,ZULEICA DE MOURA PINTO 40587100044,4779.0,6.633861402572992e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
381,94963576001501,LATSCH E BOCHI LTDA,4709.25,6.537039508279317e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,MATERIAL DE CONSUMO,7
382,48360651000119,LOJA E RESTAURANTE 44 INTERNACIONAL LTDA,4700.0,6.524199328749332e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
383,60173263000124,IMPACTO ADMINISTRACAO E EFICIENCIA LTDA,4653.99,6.460331581703427e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,ES,5699,SERRA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
384,06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,4647.3,6.451045008616334e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7471,CAMBE,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
385,50301713000163,ELETRO CENTER ILUMINACAO LTDA,4540.0,6.302098926068504e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PB,1909,ALAGOINHA,0,MATERIAL DE CONSUMO,5
386,40044357000196,CJC COMERCIO VAREJISTA E ATACADISTA DE F,4518.6,6.272392997209944e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8681,GRAMADO,0,MATERIAL DE CONSUMO,3
387,32593430000150,M CARREGA COMÉRCIO DE PRODUTOS HOSPITALA,4465.0,6.197989362311866e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7667,LONDRINA,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,8
388,31401798000107,DENTAL BH BRASIL,4434.2,6.155235034795807e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,MATERIAL DE CONSUMO,2
389,25310339000115,BRUNO PINTO MARIAN,4380.6,6.0808313998977296e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8723,JAGUARI,0,MATERIAL DE CONSUMO,1
390,48670007000147,IRM COMERCIO DE EQUIPAMENTOS LTDA,4379.2,6.0788880213742715e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,EQUIPAMENTOS E MATERIAL PERMANENTE,7
391,09012560000130,PAULO RONI MALGARIN,4375.0,6.0730578858039e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
392,58421861000123,VANINHA UTILIDADES LTDA,4365.82,6.060314875200087e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8659,FELIZ,0,MATERIAL DE CONSUMO,9
393,39886474000118,JK CASA E CONSTRUCAO LTDA,4284.0,5.946738281779179e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8851,SANTIAGO,0,MATERIAL DE CONSUMO,6
394,88489430000160,MADEIREIRA CHAPECO LTDA.,4277.0,5.9370213891618924e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,4
395,26348306000127,"T&T INDUSTRIA, COMERCIO, IMPORTACAO E EX",4188.45,5.814102697553221e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6639,LIMEIRA,0,MATERIAL DE CONSUMO,4
396,59777691000187,HELLA COMERCIO E SERVICOS LTDA,4175.95,5.796751103593782e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8779,PALMITINHO,0,MATERIAL DE CONSUMO,13
397,34637297000112,LIFE CARE DIAGNOSTICOS EIRELI,4140.88,5.748069471581178e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,MATERIAL DE CONSUMO,3
398,05462743000954,ABORGAMA DO BRASIL LTDA,4100.0,5.691322818696226e-05,EXTERNAL_EXACT_NONACTIVE_NO_LOCAL_FOOTPRINT,08,RS,8943,TRIUNFO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
399,17500279000175,ABS SOLUCOES TECNICAS LTDA,4037.6,5.6047036616507034e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
400,00664113000191,SOCOLOSKI & SOCOLOSKI COMERCIO DE TECIDO,4025.0,5.587213254939588e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
401,11108062000138,ENTELCO TECNOLOGIA EM REDES DE DADOS LTD,3998.0,5.549733811987198e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7107,SAO PAULO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
402,98102924013939,DELTASUL UTILIDADES LTDA.,3939.06,5.467917576149648e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,1
403,89100135000132,UNIMED PLANALTO CENTRAL RS - COOPERATIVA,3900.0,5.413697315345191e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8619,CRUZ ALTA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
404,12581380000184,ALF COMERCIO DE ELETRODOMESTICOS LTDA,3894.0,5.40536855024466e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8633,ENCANTADO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
405,47960950000121,MAGAZINE LUIZA S/A,3880.91,5.3871979610503345e-05,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,SP,6425,FRANCA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,1
406,33484825000188,CONSELHO NACIONAL DE SEC. DE MUNICIPAIS,3840.0,5.3304096643398806e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
407,05387322000159,UNIÃO DOS DIRIGENTES MUNICIPAIS DE EDUCA,3815.0,5.295706476421001e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
408,23597822000105,SERRA SAUDE COMERCIO DE EQUIPAMENTOS MED,3786.98,5.256811143401521e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,1
409,10583148000150,ANGELO CELESTINO FLAIN PETRINI JUNIOR,3712.8,5.153839844208622e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,MATERIAL DE CONSUMO,5
410,24241038000114,PARASOU E-COMMERCE LTDA,3674.4,5.100535747565223e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8619,CRUZ ALTA,0,MATERIAL DE CONSUMO,4
411,42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,3600.0,4.9972590603186374e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA | SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,6
412,91252635000131,MARIA TEREZA PIRES MACHADO-ME,3531.9,4.90272757642761e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,8
413,09611741000183,MARILEI TERESINHA GIUSTI CAPPELARI,3525.0,4.8931494965619993e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
414,07381576000195,DRC MATERIAIS DE CONSTRUCAO LTDA,3507.0,4.868163201260406e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8717,IVOTI,0,MATERIAL DE CONSUMO,16
415,01673020000196,TARCISO DE MATTOS CARVALHO - ME,3485.0,4.8376243958917926e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
416,52996455000102,ELEVATE UTILIDADES LTDA,3404.7,4.726157756296351e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,7313,TAQUARUCU DO SUL,0,MATERIAL DE CONSUMO,27
